;Date;actual;position;action;number;account;value
120;23.11.2012;239,8800049;238,0299988;HOLD;10;-2309;89
121;26.11.2012;243,6199951;239,8800049;HOLD;10;-2309;127
122;27.11.2012;243,3999939;243,6199951;HOLD;10;-2309;124
123;28.11.2012;247,1100006;243,3999939;HOLD;10;-2309;162
124;29.11.2012;251,2700043;247,1100006;SELL;9;-2057;203
125;30.11.2012;252,0500031;251,2700043;HOLD;9;-2057;210
126;03.12.2012;250,3300018;252,0500031;HOLD;9;-2057;195
127;04.12.2012;252,4900055;250,3300018;HOLD;9;-2057;214
128;05.12.2012;253,9600067;252,4900055;SELL;8;-1803;227
129;06.12.2012;253,3699951;253,9600067;HOLD;8;-1803;223
130;07.12.2012;253,2700043;253,3699951;BUY;9;-2057;222
131;10.12.2012;247,7700043;253,2700043;HOLD;9;-2057;172
132;11.12.2012;250,6900024;247,7700043;HOLD;9;-2057;199
133;12.12.2012;251,7599945;250,6900024;SELL;8;-1805;208
134;13.12.2012;251,25;251,7599945;BUY;9;-2056;204
135;14.12.2012;249,1900024;251,25;HOLD;9;-2056;186
136;17.12.2012;253,8600006;249,1900024;HOLD;9;-2056;228
137;18.12.2012;260,3999939;253,8600006;SELL;8;-1796;287
138;19.12.2012;257,9899902;260,3999939;BUY;9;-2054;267
139;20.12.2012;261,5;257,9899902;BUY;10;-2315;299
140;21.12.2012;256,9200134;261,5;SELL;9;-2058;253
141;24.12.2012;258,6199951;256,9200134;BUY;10;-2317;268
142;26.12.2012;248,6300049;258,6199951;SELL;9;-2068;168
143;27.12.2012;248,3099976;248,6300049;BUY;10;-2317;166
144;28.12.2012;245,1799927;248,3099976;SELL;9;-2071;134
145;31.12.2012;250,8699951;245,1799927;BUY;10;-2322;185
146;02.01.2013;257,3099976;250,8699951;SELL;9;-2065;250
147;03.01.2013;258,480011;257,3099976;HOLD;9;-2065;260
148;04.01.2013;259,1499939;258,480011;SELL;8;-1806;266
149;07.01.2013;268,4599915;259,1499939;HOLD;8;-1806;341
150;08.01.2013;266,3800049;268,4599915;HOLD;8;-1806;324
151;09.01.2013;266,3500061;266,3800049;BUY;9;-2072;324
152;10.01.2013;265,3399963;266,3500061;SELL;8;-1807;315
153;11.01.2013;267,9400024;265,3399963;BUY;9;-2075;336
154;14.01.2013;272,730011;267,9400024;SELL;8;-1802;379
155;15.01.2013;271,8999939;272,730011;BUY;9;-2074;372
156;16.01.2013;268,9299927;271,8999939;HOLD;9;-2074;346
157;17.01.2013;270,480011;268,9299927;HOLD;9;-2074;359
158;18.01.2013;272,1199951;270,480011;BUY;10;-2346;374
159;22.01.2013;270,1900024;272,1199951;BUY;11;-2616;355
160;23.01.2013;268,1099854;270,1900024;HOLD;11;-2616;332
161;24.01.2013;273,4599915;268,1099854;HOLD;11;-2616;391
162;25.01.2013;283,9899902;273,4599915;HOLD;11;-2616;507
163;28.01.2013;276,0400085;283,9899902;HOLD;11;-2616;419
164;29.01.2013;260,3500061;276,0400085;HOLD;11;-2616;247
165;30.01.2013;272,7600098;260,3500061;HOLD;11;-2616;383
166;31.01.2013;265,5;272,7600098;HOLD;11;-2616;303
167;01.02.2013;265;265,5;HOLD;11;-2616;298
168;04.02.2013;259,980011;265;SELL;10;-2356;243
169;05.02.2013;266,8900146;259,980011;HOLD;10;-2356;312
170;06.02.2013;262,2200012;266,8900146;SELL;9;-2094;265
171;07.02.2013;260,230011;262,2200012;BUY;10;-2354;247
172;08.02.2013;261,9500122;260,230011;SELL;9;-2092;264
173;11.02.2013;257,2099915;261,9500122;HOLD;9;-2092;222
174;12.02.2013;258,7000122;257,2099915;BUY;10;-2351;235
175;13.02.2013;269,4700012;258,7000122;SELL;9;-2081;343
176;14.02.2013;269,2399902;269,4700012;BUY;10;-2351;341
177;15.02.2013;265,0899963;269,2399902;HOLD;10;-2351;299
178;19.02.2013;269,75;265,0899963;SELL;9;-2081;346
179;20.02.2013;266,4100037;269,75;SELL;8;-1815;316
180;21.02.2013;265,9400024;266,4100037;BUY;9;-2081;312
181;22.02.2013;265,4200134;265,9400024;SELL;8;-1815;307
182;25.02.2013;259,8699951;265,4200134;HOLD;8;-1815;263
183;26.02.2013;259,3599854;259,8699951;BUY;9;-2074;259
184;27.02.2013;263,25;259,3599854;SELL;8;-1811;294
185;28.02.2013;264,269989;263,25;SELL;7;-1547;302
186;01.03.2013;265,7399902;264,269989;BUY;8;-1813;312
187;04.03.2013;273,1099854;265,7399902;SELL;7;-1540;371
188;05.03.2013;275,5899963;273,1099854;HOLD;7;-1540;389
189;06.03.2013;273,7900085;275,5899963;HOLD;7;-1540;376
190;07.03.2013;273,8800049;273,7900085;BUY;8;-1813;377
191;08.03.2013;274,1900024;273,8800049;SELL;7;-1539;379
192;11.03.2013;271,2399902;274,1900024;BUY;8;-1810;358
193;12.03.2013;274,1300049;271,2399902;BUY;9;-2085;382
194;13.03.2013;275,1000061;274,1300049;SELL;8;-1810;390
195;14.03.2013;265,7399902;275,1000061;HOLD;8;-1810;315
196;15.03.2013;261,8200073;265,7399902;HOLD;8;-1810;284
197;18.03.2013;257,8900146;261,8200073;SELL;7;-1552;253
198;19.03.2013;256,4100037;257,8900146;HOLD;7;-1552;242
199;20.03.2013;257,2799988;256,4100037;BUY;8;-1809;248
200;21.03.2013;253,3899994;257,2799988;SELL;7;-1556;217
201;22.03.2013;257,75;253,3899994;HOLD;7;-1556;248
202;25.03.2013;256,019989;257,75;SELL;6;-1299;236
203;26.03.2013;260,3099976;256,019989;BUY;7;-1560;261
204;27.03.2013;265,2999878;260,3099976;SELL;6;-1295;296
205;28.03.2013;266,4899902;265,2999878;BUY;7;-1561;303
206;01.04.2013;261,6099854;266,4899902;SELL;6;-1299;269
207;02.04.2013;263,3200073;261,6099854;BUY;7;-1563;280
208;03.04.2013;259,0299988;263,3200073;SELL;6;-1304;250
209;04.04.2013;259,0799866;259,0299988;BUY;7;-1563;250
210;05.04.2013;255,4799957;259,0799866;SELL;6;-1307;225
211;08.04.2013;258,9500122;255,4799957;HOLD;6;-1307;245
212;09.04.2013;261,1400146;258,9500122;SELL;5;-1046;259
213;10.04.2013;264,769989;261,1400146;BUY;6;-1311;277
214;11.04.2013;269,8500061;264,769989;SELL;5;-1041;307
215;12.04.2013;272,8699951;269,8500061;HOLD;5;-1041;322
216;15.04.2013;267,7200012;272,8699951;BUY;6;-1309;297
217;16.04.2013;272,3399963;267,7200012;HOLD;6;-1309;324
218;17.04.2013;267,3999939;272,3399963;SELL;5;-1041;295
219;18.04.2013;259,4200134;267,3999939;BUY;6;-1301;255
220;19.04.2013;260,3200073;259,4200134;BUY;7;-1561;260
221;22.04.2013;263,5499878;260,3200073;SELL;6;-1298;283
222;23.04.2013;268,8999939;263,5499878;SELL;5;-1029;315
223;24.04.2013;268,7799988;268,8999939;HOLD;5;-1029;314
224;25.04.2013;274,7000122;268,7799988;HOLD;5;-1029;344
225;26.04.2013;254,8099976;274,7000122;HOLD;5;-1029;244
226;29.04.2013;249,7400055;254,8099976;BUY;6;-1278;219
227;30.04.2013;253,8099976;249,7400055;SELL;5;-1025;243
228;01.05.2013;248,2299957;253,8099976;SELL;4;-776;216
229;02.05.2013;252,5500031;248,2299957;BUY;5;-1029;233
230;03.05.2013;258,0499878;252,5500031;SELL;4;-771;260
231;06.05.2013;255,7200012;258,0499878;HOLD;4;-771;251
232;07.05.2013;257,730011;255,7200012;HOLD;4;-771;259
233;08.05.2013;258,6799927;257,730011;SELL;3;-512;263
234;09.05.2013;260,1600037;258,6799927;BUY;4;-772;267
235;10.05.2013;263,6300049;260,1600037;SELL;3;-509;281
236;13.05.2013;264,5100098;263,6300049;BUY;4;-773;284
237;14.05.2013;268,3299866;264,5100098;HOLD;4;-773;299
238;15.05.2013;266,5599976;268,3299866;HOLD;4;-773;292
239;16.05.2013;264,1199951;266,5599976;HOLD;4;-773;282
240;17.05.2013;269,8999939;264,1199951;HOLD;4;-773;305
241;20.05.2013;267,6300049;269,8999939;SELL;3;-506;296
242;21.05.2013;268,8599854;267,6300049;BUY;4;-774;300
243;22.05.2013;262,9599915;268,8599854;SELL;3;-511;276
244;23.05.2013;261,7999878;262,9599915;HOLD;3;-511;273
245;24.05.2013;261,7399902;261,7999878;HOLD;3;-511;273
246;28.05.2013;267,2900085;261,7399902;BUY;4;-779;289
247;29.05.2013;265,5299988;267,2900085;SELL;3;-513;282
248;30.05.2013;266,8299866;265,5299988;HOLD;3;-513;286
249;31.05.2013;269,2000122;266,8299866;SELL;2;-244;293
250;03.06.2013;266,8800049;269,2000122;HOLD;2;-244;289
251;04.06.2013;265,7000122;266,8800049;BUY;3;-510;286
252;05.06.2013;267,1700134;265,7000122;SELL;2;-243;291
253;06.06.2013;267,8299866;267,1700134;BUY;3;-510;292
254;07.06.2013;276,8699951;267,8299866;BUY;4;-787;319
255;10.06.2013;281,0700073;276,8699951;SELL;3;-506;336
256;11.06.2013;274,7799988;281,0700073;HOLD;3;-506;317
257;12.06.2013;271,6700134;274,7799988;HOLD;3;-506;308
258;13.06.2013;275,7900085;271,6700134;BUY;4;-782;320
259;14.06.2013;273,9899902;275,7900085;SELL;3;-508;313
260;17.06.2013;278,0599976;273,9899902;BUY;4;-786;325
261;18.06.2013;281,7600098;278,0599976;SELL;3;-504;340
262;19.06.2013;278,1600037;281,7600098;HOLD;3;-504;329
263;20.06.2013;273,4400024;278,1600037;HOLD;3;-504;315
264;21.06.2013;273,3599854;273,4400024;BUY;4;-778;315
265;24.06.2013;270,6099854;273,3599854;BUY;5;-1048;304
266;25.06.2013;272,0899963;270,6099854;BUY;6;-1320;311
267;26.06.2013;277,5700073;272,0899963;SELL;5;-1043;344
268;27.06.2013;277,5499878;277,5700073;HOLD;5;-1043;344
269;28.06.2013;277,6900024;277,5499878;HOLD;5;-1043;345
270;01.07.2013;282,1000061;277,6900024;SELL;4;-761;367
271;02.07.2013;283,730011;282,1000061;HOLD;4;-761;373
272;03.07.2013;284,0299988;283,730011;HOLD;4;-761;374
273;05.07.2013;285,8800049;284,0299988;HOLD;4;-761;382
274;08.07.2013;290,5899963;285,8800049;SELL;3;-470;401
275;09.07.2013;291,5299988;290,5899963;HOLD;3;-470;403
276;10.07.2013;292,3299866;291,5299988;BUY;4;-762;406
277;11.07.2013;299,6600037;292,3299866;HOLD;4;-762;435
278;12.07.2013;307,5499878;299,6600037;HOLD;4;-762;467
279;15.07.2013;306,5700073;307,5499878;HOLD;4;-762;463
280;16.07.2013;306,8699951;306,5700073;HOLD;4;-762;464
281;17.07.2013;308,6900024;306,8699951;HOLD;4;-762;471
282;18.07.2013;304,1099854;308,6900024;HOLD;4;-762;453
283;19.07.2013;305,230011;304,1099854;BUY;5;-1068;457
284;22.07.2013;303,480011;305,230011;SELL;4;-764;449
285;23.07.2013;301,0599976;303,480011;BUY;5;-1065;439
286;24.07.2013;298,9400024;301,0599976;HOLD;5;-1065;428
287;25.07.2013;303,3999939;298,9400024;BUY;6;-1369;451
288;26.07.2013;312,0100098;303,3999939;SELL;5;-1057;502
289;29.07.2013;306,1000061;312,0100098;BUY;6;-1363;473
290;30.07.2013;302,4100037;306,1000061;BUY;7;-1665;451
291;31.07.2013;301,2200012;302,4100037;HOLD;7;-1665;442
292;01.08.2013;305,5700073;301,2200012;BUY;8;-1971;473
293;02.08.2013;304,2099915;305,5700073;SELL;7;-1667;462
294;05.08.2013;300,9899902;304,2099915;BUY;8;-1968;439
295;06.08.2013;300,75;300,9899902;SELL;7;-1667;437
296;07.08.2013;296,9100037;300,75;HOLD;7;-1667;411
297;08.08.2013;295,7399902;296,9100037;BUY;8;-1962;402
298;09.08.2013;297,2600098;295,7399902;SELL;7;-1665;415
299;12.08.2013;296,6900024;297,2600098;SELL;6;-1369;411
300;13.08.2013;293,9700012;296,6900024;BUY;7;-1663;394
301;14.08.2013;291,3399963;293,9700012;SELL;6;-1371;376
302;15.08.2013;286,4700012;291,3399963;BUY;7;-1658;347
303;16.08.2013;284,8200073;286,4700012;BUY;8;-1942;335
304;19.08.2013;285,5700073;284,8200073;BUY;9;-2228;341
305;20.08.2013;287,0899963;285,5700073;SELL;8;-1941;355
306;21.08.2013;284,5700073;287,0899963;SELL;7;-1656;335
307;22.08.2013;289,730011;284,5700073;BUY;8;-1946;371
308;23.08.2013;290,0100098;289,730011;SELL;7;-1656;373
309;26.08.2013;286,2099915;290,0100098;BUY;8;-1942;346
310;27.08.2013;280,9299927;286,2099915;SELL;7;-1661;304
311;28.08.2013;281,5799866;280,9299927;HOLD;7;-1661;309
312;29.08.2013;283,980011;281,5799866;BUY;8;-1945;325
313;30.08.2013;280,980011;283,980011;BUY;9;-2226;301
314;03.09.2013;288,7999878;280,980011;BUY;10;-2515;372
315;04.09.2013;293,6400146;288,7999878;SELL;9;-2221;420
316;05.09.2013;294,1000061;293,6400146;BUY;10;-2516;424
317;06.09.2013;295,8599854;294,1000061;BUY;11;-2811;442
318;09.09.2013;299,7099915;295,8599854;HOLD;11;-2811;484
319;10.09.2013;300,3599854;299,7099915;HOLD;11;-2811;492
320;11.09.2013;299,6400146;300,3599854;HOLD;11;-2811;484
321;12.09.2013;298,8599854;299,6400146;HOLD;11;-2811;475
322;13.09.2013;297,9200134;298,8599854;HOLD;11;-2811;465
323;16.09.2013;296,0599976;297,9200134;HOLD;11;-2811;444
324;17.09.2013;304,1700134;296,0599976;HOLD;11;-2811;533
325;18.09.2013;312,0299988;304,1700134;SELL;10;-2499;620
326;19.09.2013;312,0599976;312,0299988;HOLD;10;-2499;620
327;20.09.2013;316,3399963;312,0599976;HOLD;10;-2499;663
328;23.09.2013;311,4899902;316,3399963;SELL;9;-2188;614
329;24.09.2013;314,1300049;311,4899902;HOLD;9;-2188;638
330;25.09.2013;312,6499939;314,1300049;SELL;8;-1875;625
331;26.09.2013;318,1199951;312,6499939;BUY;9;-2193;669
332;27.09.2013;316,0100098;318,1199951;SELL;8;-1877;650
333;30.09.2013;312,6400146;316,0100098;BUY;9;-2190;623
334;01.10.2013;320,9500122;312,6400146;SELL;8;-1869;698
335;02.10.2013;320,5100098;320,9500122;HOLD;8;-1869;694
336;03.10.2013;314,7600098;320,5100098;BUY;9;-2184;648
337;04.10.2013;319,0400085;314,7600098;HOLD;9;-2184;687
338;07.10.2013;310,0299988;319,0400085;SELL;8;-1874;605
339;08.10.2013;303,230011;310,0299988;BUY;9;-2177;551
340;09.10.2013;298,230011;303,230011;SELL;8;-1879;506
341;10.10.2013;305,1700134;298,230011;BUY;9;-2184;562
342;11.10.2013;310,8900146;305,1700134;SELL;8;-1873;613
343;14.10.2013;310,7000122;310,8900146;BUY;9;-2184;612
344;15.10.2013;306,3999939;310,7000122;HOLD;9;-2184;573
345;16.10.2013;310,4899902;306,3999939;HOLD;9;-2184;610
346;17.10.2013;310,769989;310,4899902;SELL;8;-1873;612
347;18.10.2013;328,9299927;310,769989;BUY;9;-2202;757
348;21.10.2013;326,4400024;328,9299927;SELL;8;-1876;735
349;22.10.2013;332,5400085;326,4400024;HOLD;8;-1876;784
350;23.10.2013;326,7600098;332,5400085;SELL;7;-1549;738
351;24.10.2013;332,2099915;326,7600098;BUY;8;-1881;776
352;25.10.2013;363,3900146;332,2099915;SELL;7;-1518;1025
353;28.10.2013;358,1600037;363,3900146;HOLD;7;-1518;989
354;29.10.2013;362,7000122;358,1600037;BUY;8;-1880;1020
355;30.10.2013;361,0799866;362,7000122;SELL;7;-1519;1007
356;31.10.2013;364,0299988;361,0799866;BUY;8;-1883;1028
357;01.11.2013;359;364,0299988;SELL;7;-1524;988
358;04.11.2013;358,7399902;359;BUY;8;-1883;986
359;05.11.2013;358,8900146;358,7399902;SELL;7;-1524;987
360;06.11.2013;356,1799927;358,8900146;BUY;8;-1880;968
361;07.11.2013;343,5599976;356,1799927;BUY;9;-2224;867
362;08.11.2013;350,3099976;343,5599976;HOLD;9;-2224;928
363;11.11.2013;354,3800049;350,3099976;SELL;8;-1869;965
364;12.11.2013;349,5299988;354,3800049;HOLD;8;-1869;926
365;13.11.2013;356,2200012;349,5299988;BUY;9;-2226;979
366;14.11.2013;367,3999939;356,2200012;SELL;8;-1858;1080
367;15.11.2013;369,1700134;367,3999939;BUY;9;-2227;1094
368;18.11.2013;366,1799927;369,1700134;HOLD;9;-2227;1067
369;19.11.2013;364,9400024;366,1799927;BUY;10;-2592;1056
370;20.11.2013;362,5700073;364,9400024;HOLD;10;-2592;1032
371;21.11.2013;368,9200134;362,5700073;BUY;11;-2961;1096
372;22.11.2013;372,3099976;368,9200134;SELL;10;-2589;1133
373;25.11.2013;376,6400146;372,3099976;HOLD;10;-2589;1176
374;26.11.2013;381,3699951;376,6400146;SELL;9;-2208;1224
375;27.11.2013;386,7099915;381,3699951;HOLD;9;-2208;1272
376;29.11.2013;393,6199951;386,7099915;HOLD;9;-2208;1334
377;02.12.2013;392,2999878;393,6199951;HOLD;9;-2208;1322
378;03.12.2013;384,6600037;392,2999878;HOLD;9;-2208;1253
379;04.12.2013;385,9599915;384,6600037;HOLD;9;-2208;1265
380;05.12.2013;384,4899902;385,9599915;BUY;10;-2592;1252
381;06.12.2013;386,9500122;384,4899902;BUY;11;-2979;1276
382;09.12.2013;384,8900146;386,9500122;SELL;10;-2594;1254
383;10.12.2013;387,7799988;384,8900146;HOLD;10;-2594;1283
384;11.12.2013;382,1900024;387,7799988;SELL;9;-2212;1227
385;12.12.2013;381,25;382,1900024;HOLD;9;-2212;1218
386;13.12.2013;384,2399902;381,25;SELL;8;-1828;1245
387;16.12.2013;388,9700012;384,2399902;HOLD;8;-1828;1283
388;17.12.2013;387,6499939;388,9700012;SELL;7;-1440;1272
389;18.12.2013;395,9599915;387,6499939;HOLD;7;-1440;1331
390;19.12.2013;395,1900024;395,9599915;SELL;6;-1045;1325
391;20.12.2013;402,2000122;395,1900024;HOLD;6;-1045;1367
392;23.12.2013;402,9200134;402,2000122;SELL;5;-642;1372
393;24.12.2013;399,2000122;402,9200134;BUY;6;-1041;1353
394;26.12.2013;404,3900146;399,2000122;HOLD;6;-1041;1384
395;27.12.2013;398,0799866;404,3900146;SELL;5;-643;1346
396;30.12.2013;393,3699951;398,0799866;BUY;6;-1036;1323
397;31.12.2013;398,7900085;393,3699951;HOLD;6;-1036;1355
398;02.01.2014;397,9700012;398,7900085;SELL;5;-638;1350
399;03.01.2014;396,4400024;397,9700012;BUY;6;-1035;1343
400;06.01.2014;393,6300049;396,4400024;SELL;5;-641;1326
401;07.01.2014;398,0299988;393,6300049;HOLD;5;-641;1348
402;08.01.2014;401,9200134;398,0299988;HOLD;5;-641;1367
403;09.01.2014;401,0100098;401,9200134;BUY;6;-1042;1363
404;10.01.2014;397,6600037;401,0100098;HOLD;6;-1042;1343
405;13.01.2014;390,980011;397,6600037;HOLD;6;-1042;1303
406;14.01.2014;397,5400085;390,980011;BUY;7;-1440;1342
407;15.01.2014;395,8699951;397,5400085;SELL;6;-1044;1330
408;16.01.2014;395,7999878;395,8699951;BUY;7;-1440;1330
409;17.01.2014;399,6099854;395,7999878;SELL;6;-1040;1356
410;21.01.2014;407,0499878;399,6099854;HOLD;6;-1040;1401
411;22.01.2014;404,5400085;407,0499878;BUY;7;-1445;1386
412;23.01.2014;399,8699951;404,5400085;BUY;8;-1845;1353
413;24.01.2014;387,6000061;399,8699951;SELL;7;-1457;1255
414;27.01.2014;386,2799988;387,6000061;HOLD;7;-1457;1246
415;28.01.2014;394,4299927;386,2799988;BUY;8;-1851;1303
416;29.01.2014;384,2000122;394,4299927;SELL;7;-1467;1221
417;30.01.2014;403,0100098;384,2000122;BUY;8;-1870;1353
418;31.01.2014;358,6900024;403,0100098;SELL;7;-1512;998
419;03.02.2014;346,1499939;358,6900024;HOLD;7;-1512;911
420;04.02.2014;347,9500122;346,1499939;SELL;6;-1164;923
421;05.02.2014;346,4500122;347,9500122;SELL;5;-817;914
